LTG_ID,LTG_START,LTG_ZIEL,WIDERSTAND_R_SUM_OHM,REAKTANZ_X_SUM_OHM,NENNSTROM_MIN_A,ERSCHL_STROM_SUM_A,LAENGE_SUM_KM,BAUJAHR_MIN,QUERSCHNITT_MIN_MM2
NZ11,UW-010601,UW-021135,0.8628,0.7725,417,22.7964,6.9080,1994,240
NZ12,UW-010601,ON-024319,0.1608,0.1440,417,4.2471,1.2870,1994,240
NZ32,UW-010601,SA-020111,1.7766,1.0426,319,23.8283,8.6340,1990,150
NZ35,UW-010601,SA-020111,0.9337,0.5481,319,12.5214,4.5370,1992,150
NZ43,SA-021628,SA-020111,1.5391,0.9034,319,20.6461,7.4810,1988,150
NZ44,SA-021628,SA-020111,1.9545,1.0367,285,21.9444,8.3280,1986,120
NZ45,ON-026617,SA-021628,2.7269,1.4985,285,32.6064,12.1630,1983,120
NZ46,SA-021628,SA-014340,2.4948,1.3183,285,27.7914,10.5690,1984,120
NZ61,UW-010601,SA-013102,0.9944,0.5839,319,13.3380,4.8330,1988,150
NZ62,UW-010601,SA-000021,1.3457,0.7715,285,17.3764,6.3570,1986,120
NZ63,SA-013102,ON-020680,1.3117,0.7554,285,17.0612,6.2290,1982,120
NZ65,SA-000021,SA-013102,0.3895,0.2282,319,5.2320,1.8960,1991,150
NZ6A,SA-013102,ON-000561,0.0002,0.0001,319,0.0027,0.0010,,150
NZ72,SA-018199,SA-013102,2.9089,1.5232,285,31.9298,12.1950,1982,120
NZ81,SA-000021,SA-020439,0.9854,0.5574,285,12.3916,4.5630,1983,120
NZ82,SA-020111,SA-020439,1.8820,1.1052,319,25.2309,9.1420,1991,150
OA01,UW-021787,SA-008481,0.6051,0.3515,285,7.9848,2.9050,1984,120
OA11,UW-021787,SA-000498,1.1033,0.6325,285,14.2096,5.2010,1983,120
OA12,SA-000498,SA-010254,1.7673,0.9554,285,20.5399,7.7220,1987,120
OA13,SA-000498,SA-020613,2.3824,1.3127,285,28.6326,10.6670,1984,120
OA14,SA-000498,SA-011163,0.8142,0.4778,319,10.9203,3.9570,,150
OA15,UW-021787,SA-000498,1.5098,0.8706,285,19.6430,7.1710,1984,120
OA16,SA-000498,SA-020613,2.1527,1.1948,285,26.2205,9.7350,1986,120
OA1A,UW-021787,ON-000052,0.0002,0.0001,319,0.0027,0.0010,,150
OA21,SA-008960,SA-015551,0.4919,0.2887,319,6.6014,2.3920,1990,150
OA23,SA-008960,SA-015551,0.2161,0.1935,417,5.7123,1.7310,1986,240
OA32,UW-021787,SA-008960,0.7763,0.4558,319,10.4128,3.7730,1992,150
OA33,UW-021787,SA-008960,0.8873,0.5206,319,11.9005,4.3120,1992,150
OA34,UW-021787,SA-008960,1.2267,0.6930,285,15.4065,5.6750,1986,120
OA41,UW-021787,SA-010254,1.9806,1.1470,285,25.9559,9.4580,1991,120
OA42,UW-021787,SA-010254,4.8637,2.7742,285,62.4132,22.7410,1983,120
OA43,SA-010254,SA-013157,1.7488,1.0259,319,23.4528,8.4980,1996,150
OA51,UW-021787,SA-011163,0.9902,0.3021,172,7.0968,2.3380,1961,70
OA52,UW-021787,SA-011163,0.6343,0.3723,319,8.5059,3.0820,1993,150
OA53,SA-011163,SA-008481,0.4484,0.2631,319,6.0162,2.1800,1993,150
OA54,SA-011163,SA-008481,1.4455,0.8481,319,19.3835,7.0235,1992,150
OA5A,SA-011163,ON-003412,0.0002,0.0001,319,0.0027,0.0010,,150
OA5B,SA-011163,ON-001492,0.0002,0.0001,319,0.0027,0.0010,,150
OA62,SA-021217,ON-003263,0.7260,0.4083,285,9.0410,3.3370,1987,120
OA63,UW-021787,SA-021217,1.0777,0.6325,319,14.4587,5.2390,1990,150
OA64,SA-008960,SA-021217,0.8083,0.4673,285,10.5627,3.8520,1987,120
OA71,UW-021787,SA-013157,0.7516,0.4413,319,10.0816,3.6530,1988,150
OA72,UW-021787,SA-013157,0.5659,0.3211,285,7.1742,2.6370,1987,120
OB01,UW-021122,SA-020944,0.5382,0.3158,319,7.2198,2.6160,1992,150
OB02,UW-021122,SA-020944,0.5627,0.3303,319,7.5454,2.7340,1993,150
OB07,UW-021122,SA-020944,0.9811,0.5758,319,13.1584,4.7680,1990,150
OB11,UW-021122,SA-011693,0.1235,0.1106,417,3.2637,0.9890,1991,240
OB12,UW-021122,SA-011693,0.1724,0.1543,417,4.5606,1.3820,1991,240
OB13,SA-011693,SA-002141,0.3633,0.3251,417,9.6129,2.9130,1992,240
OB14,SA-011693,SA-021894,0.4186,0.3745,417,11.0781,3.3570,,240
OB15,SA-011693,ON-007023,0.0377,0.0338,417,0.9966,0.3020,1992,240
OB21,UW-021122,SA-016158,0.1037,0.1331,535,5.1909,1.3310,2003,400
OB22,UW-021122,SA-016158,0.1037,0.1331,535,5.1909,1.3310,2003,400
OB23,SA-016158,SA-002141,0.2279,0.2038,417,6.0390,1.8300,1991,240
OB24,UW-021122,SA-015551,0.2962,0.2651,417,7.8276,2.3720,1985,240
OB25,SA-015551,SA-021894,0.4616,0.2709,319,6.1930,2.2440,1992,150
OB26,SA-015551,SA-021894,0.4352,0.2554,319,5.8369,2.1150,1994,150
OB27,SA-015551,SA-021217,0.7853,0.4499,285,10.1135,3.7020,1986,120
OB29,SA-015551,SA-021217,0.9044,0.5307,319,12.1346,4.3970,1991,150
OB31,UW-021122,SA-009638,1.3850,0.7401,285,15.7542,5.9570,1984,120
OB32,UW-021122,SA-009638,3.4113,1.9802,285,44.8949,16.3420,1984,120
OB41,UW-021122,SA-021195,0.0344,0.0308,417,0.9108,0.2760,1997,240
OB51,UW-021122,ON-022311,0.0290,0.0259,417,0.7656,0.2320,2007,240
OB52,UW-021122,ON-022311,0.0351,0.0314,417,0.9273,0.2810,2007,240
OC09,UW-005380,SA-012719,0.9291,0.5452,319,12.4581,4.5140,2000,150
OC11,SA-024022,SA-012719,0.3314,0.1945,319,4.4459,1.6110,1991,150
OC13,UW-005380,SA-024022,0.9719,0.5708,319,13.0321,4.7220,1990,150
OC14,SA-012719,SA-024022,0.3875,0.2274,319,5.1995,1.8840,1991,150
OC19,UW-005380,SA-024022,1.1106,0.6513,319,14.8943,5.3970,1992,150
OC21,UW-005380,SA-011243,0.8149,0.4409,285,9.4902,3.5660,1981,120
OC22,UW-005380,SA-011243,1.0340,0.5770,285,12.7262,4.7120,1982,120
OC23,UW-005380,SA-011243,1.0429,0.6120,319,13.9814,5.0660,1993,150
OC31,UW-005380,SA-021504,1.6977,0.9965,319,22.7660,8.2490,1992,150
OC32,UW-005380,SA-021504,1.2812,0.7164,285,15.8013,5.8470,1987,120
OC33,SA-021504,SA-013589,1.8622,1.0247,285,22.3225,8.3220,1983,120
OC41,UW-005380,SA-013589,1.9623,1.0542,285,22.5224,8.4950,1983,120
OC51,SA-011243,SA-018758,2.8731,1.5844,285,34.5755,12.8760,1982,120
OC52,SA-013589,SA-018758,4.4880,2.5720,285,57.7493,21.1380,1983,120
OC53,SA-011243,SA-018758,2.5009,1.4386,285,32.4053,11.8410,1987,120
OD01,UW-007213,SA-018758,0.9811,0.8788,417,25.9314,7.8580,1988,240
OD04,UW-007213,SA-009638,1.8526,1.0774,285,24.4708,8.9000,1983,120
OD0B,UW-007213,ON-000292,0.7012,1.2649,692,70.1249,13.7500,,630
OD0C,UW-007213,ON-000286,0.6884,1.2419,692,68.8499,13.5000,,630
OD13,UW-007213,SA-013116,0.7306,0.4284,319,9.8051,3.5530,1990,150
OD15,UW-007213,SA-013116,0.7670,0.5343,319,13.8689,4.5950,1986,150
OD21,UW-007213,ON-011580,0.3632,0.3251,417,9.6030,2.9100,1983,240
OD22,UW-007213,ON-011580,0.8682,0.4965,285,11.1406,4.0810,1984,120
OD32,SA-011577,SA-017276,1.8402,1.0801,319,24.6812,8.9430,1988,150
OD33,SA-017276,SA-018758,1.5489,0.9101,319,20.7759,7.5270,1990,150
OD35,SA-017276,SA-018758,1.2991,0.7627,319,17.4175,6.3110,1989,150
OD37,ON-011580,SA-017276,0.3802,0.3405,417,10.0485,3.0450,1988,240
OD3A,SA-017276,ON-022441,1.3458,1.1889,319,35.7490,10.6220,2001,150
OD41,SA-011577,ON-002858,1.2587,0.7187,285,16.0996,5.9020,1987,120
OD43,SA-011577,ON-002858,1.6250,0.9072,285,19.9791,7.3990,1985,120
OD51,UW-007213,SA-011577,1.7518,1.0282,319,23.4917,8.5120,1992,150
OD52,SA-011577,SA-009638,4.0000,2.0656,285,42.7558,16.4522,1982,120
OD53,SA-011577,SA-009638,2.0792,1.1325,285,24.4871,9.1720,1983,120
OD61,UW-007213,SA-020427,0.7424,0.4308,285,9.7603,3.5540,1980,120
OD63,UW-007213,SA-020427,0.4862,0.2854,319,6.5188,2.3620,1991,150
OD64,UW-007213,SA-020427,0.3493,0.2416,319,6.2304,2.0710,1994,150
OD71,SA-017276,SA-017975,2.3496,1.3796,319,31.5042,11.4150,1988,150
OD72,SA-017975,SA-018758,2.7725,1.6279,319,37.1729,13.4690,1989,150
OD73,SA-017276,SA-017975,1.8864,1.1070,319,25.3016,9.1680,1988,150
OE01,UW-006160,SA-024022,0.6107,0.3581,319,8.1960,2.9700,1990,150
OE03,UW-006160,SA-024022,0.6170,0.3621,319,8.2741,2.9980,1990,150
OE04,UW-006160,SA-024022,0.6677,0.3920,319,8.9583,3.2460,1989,150
OE11,UW-006160,SA-002141,0.4188,0.2572,319,6.1029,2.1530,1981,150
OE12,UW-006160,SA-002141,0.3710,0.2176,319,4.9812,1.8050,1990,150
OE14,UW-006160,SA-002141,0.5019,0.3332,319,8.3717,2.8360,1989,150
OE15,UW-006160,SA-002141,0.3743,0.2194,319,5.0250,1.8210,1990,150
OE17,UW-006160,SA-002141,0.6772,0.3973,319,9.0878,3.2930,1991,150
OE21,SA-019727,SA-008481,0.6446,0.3778,285,8.6217,3.1260,1980,120
OE22,SA-019727,SA-008481,0.5418,0.3179,319,7.2667,2.6330,1990,150
OE23,SA-019727,SA-008481,0.4425,0.2597,319,5.9364,2.1510,1992,150
OE31,UW-006160,SA-021894,0.2847,0.2548,417,7.5372,2.2840,1988,240
OE32,UW-006160,SA-021894,0.4127,0.2421,319,5.5386,2.0070,1991,150
OE33,UW-006160,SA-021894,0.7737,0.4540,319,10.3770,3.7600,1989,150
OE34,SA-008481,SA-021894,1.0466,0.6145,319,14.0404,5.0875,1991,150
OE37,SA-021894,ON-010941,0.2287,0.1339,319,3.0739,1.1140,1991,150
OE41,UW-006160,SA-019727,0.4296,0.2521,319,5.7651,2.0890,1993,150
OE42,UW-006160,SA-019727,0.4295,0.2522,319,5.7624,2.0880,1992,150
OE51,UW-006160,SA-002141,0.4479,0.2627,319,6.0184,2.1810,1991,150
OE52,UW-006160,SA-002141,0.4013,0.2355,319,5.3923,1.9540,1991,150
OF01,UW-007824,SA-010254,2.4450,1.4044,285,31.5925,11.5520,1987,120
OF02,UW-007824,SA-010254,2.5637,1.4837,285,33.7262,12.2090,1985,120
OF05,UW-007824,SA-014186,3.5148,1.9700,285,43.5268,16.0900,1984,120
OF06,UW-007824,SA-014186,3.0858,1.7052,285,37.2633,13.8650,1984,120
OF0A,UW-007824,ON-022392,0.2415,0.2163,417,6.3789,1.9330,2001,240
OF1A,SA-014186,ON-024490,0.5922,0.7065,319,26.8229,6.9870,2007,150
OF21,UW-007824,SA-004392,0.8299,0.4867,319,11.1356,4.0350,1989,150
OF22,UW-007824,SA-004392,1.1239,0.6597,319,15.0768,5.4630,1989,150
OF23,SA-004392,ON-004303,0.6883,0.4039,319,9.2316,3.3450,1992,150
OF24,UW-007824,SA-004392,0.5023,0.2950,319,6.7343,2.4400,1992,150
OF25,UW-007824,SA-004392,1.0204,0.5990,319,13.6883,4.9600,1988,150
OF26,SA-004392,SA-010254,1.6135,0.9471,319,21.6348,7.8390,1991,150
OF27,ON-004303,SA-010254,0.4949,0.2905,319,6.6375,2.4050,1994,150
OF51,UW-007824,SA-020613,1.4564,0.8162,285,18.0267,6.6640,1986,120
OF61,SA-010049,ON-018099,0.6553,0.3848,319,8.7821,3.1820,1990,150
OF62,SA-010049,SA-020613,1.1317,0.6642,319,15.1790,5.5000,1988,150
OF63,UW-007824,SA-010049,0.8667,0.7762,417,22.8954,6.9380,1982,240
OF64,SA-010049,SA-020613,1.7200,0.9503,285,20.7874,7.7340,1983,120
OF65,SA-010049,SA-016166,4.8822,2.7627,285,61.4402,22.6160,1984,120
OF66,SA-010049,SA-018795,1.4878,0.7583,285,15.5046,6.0100,1984,120
OF67,UW-007824,SA-010049,0.5074,0.6511,535,25.3929,6.5110,,400
OF68,SA-010049,SA-018795,0.4194,0.5385,535,21.0015,5.3850,2007,400
OF72,UW-007824,SA-014390,3.0351,1.5490,285,31.7147,12.2840,1984,120
OF81,UW-007824,SA-018795,2.5950,1.5195,285,34.6212,12.5590,1984,120
OF82,SA-018795,SA-014186,2.9448,1.6904,285,37.9833,13.8950,1987,120
OK01,ON-012338,SA-068072,0.4585,0.2155,251,4.2467,1.6890,1991,95
OK10,ON-012320,ON-012321,0.0336,0.0138,251,0.2468,0.1050,,95
OL01,UW-005380,UW-011031,1.1251,0.6602,319,15.0880,5.4670,1993,150
OL02,UW-005380,UW-011031,0.9481,0.5450,285,12.2808,4.4890,1983,120
OL12,UW-011031,SA-012719,0.5405,0.3170,319,7.2524,2.6280,1991,150
OL13,SA-012719,SA-019727,0.4593,0.2697,319,6.1598,2.2320,1990,150
OL15,SA-010566,SA-012719,0.9987,0.5861,319,13.3962,4.8540,1991,150
OL16,UW-011031,SA-012719,0.1744,0.1562,417,4.6167,1.3990,1990,240
OL21,UW-011031,SA-010566,0.2433,0.1427,319,3.2621,1.1820,1992,150
OL23,SA-010566,ON-022659,0.0510,0.0300,319,0.6844,0.2480,2007,150
OL31,UW-011031,SA-012719,0.6231,0.3804,285,8.9858,3.1750,1983,120
OL3A,SA-013430,ON-001874,0.0002,0.0001,319,0.0027,0.0010,,150
OL41,UW-011031,SA-101224,2.3128,1.2864,285,28.2963,10.4930,1982,120
OL42,SA-101224,SA-010566,2.4330,1.3108,285,28.1104,10.5850,1982,120
OM01,UW-010676,SA-011243,1.0559,0.6196,319,14.1658,5.1330,1989,150
OM02,UW-010676,SA-011243,1.4025,0.8235,319,18.8111,6.8160,1989,150
OM03,UW-010676,SA-002141,0.9056,0.5316,319,12.1514,4.4030,1989,150
OM08,UW-010676,SA-020427,0.8709,0.5112,319,11.6823,4.2330,1992,150
OM11,UW-010676,SA-013116,0.5485,0.3221,319,7.3632,2.6680,1991,150
OM13,UW-010676,SA-013116,0.2379,0.2129,417,6.2997,1.9090,1986,240
OM14,SA-013116,SA-020427,1.0992,0.6378,285,14.4751,5.2690,1986,120
OM21,UW-010676,SA-020944,0.6827,0.4008,319,9.1598,3.3190,1995,150
OM22,UW-010676,SA-020944,0.5870,0.3445,319,7.8738,2.8530,1990,150
OM23,UW-010676,SA-020944,0.5871,0.3446,319,7.8713,2.8520,1990,150
OM41,SA-020944,SA-016200,1.3623,0.7757,285,17.3435,6.3660,1982,120
OM42,UW-010676,SA-016200,0.7865,0.7037,319,20.7598,6.2930,1987,150
OM43,UW-010676,SA-016200,1.1706,0.6758,285,15.2839,5.5750,1988,120
OM44,SA-016200,SA-009638,0.5790,0.3330,285,7.5162,2.7460,1986,120
OM45,SA-009638,SA-016200,0.3443,0.1889,285,4.1057,1.5330,1987,120
RA02,UW-064416,SA-023874,4.8833,2.7310,251,60.7760,22.3810,1989,95
RA0A,UW-064416,ON-024118,1.5549,0.9135,319,20.8380,7.5500,2006,150
RA0B,UW-064416,ON-064416,0.0002,0.0001,319,0.0027,0.0010,,150
RA0U,UW-064416,ON-003262,0.0002,0.0001,319,0.0027,0.0010,,150
RA0V,UW-064416,ON-003261,0.0002,0.0001,319,0.0027,0.0010,,150
RA0Z,UW-064416,ON-024122,0.0020,0.0012,319,0.0276,0.0100,1900,150
RA21,UW-064416,SA-021762,3.1468,1.9427,251,47.5191,16.4060,1983,95
RA2A,SA-021762,ON-024131,0.6576,0.2738,251,4.9287,2.0830,2003,95
RA51,UW-064416,SA-021762,3.6268,2.1938,251,52.7206,18.3780,1988,95
RA52,SA-023874,ON-064868,1.8595,1.0914,319,24.9403,9.0370,1900,150
RB0A,UW-067983,ON-024324,0.4653,0.3328,361,8.0453,2.8470,2005,185
RB0B,UW-067983,ON-024325,0.8013,0.8772,361,31.0431,8.4290,2005,185
RB0Y,UW-067983,ON-003589,0.0002,0.0001,319,0.0027,0.0010,,150
RB0Z,UW-067983,ON-024146,0.0002,0.0001,319,0.0027,0.0010,,150
RB13,ON-100282,UW-067983,1.3444,0.7894,319,18.0250,6.5310,2004,150
RB17,UW-067983,SA-067069,4.8805,2.7427,251,61.2021,22.5000,1987,95
RB21,UW-067983,SA-067069,3.9489,2.1046,208,46.6013,17.0870,1975,95
RB22,UW-067983,SA-067069,2.7732,1.6441,251,39.6670,13.8010,1996,95
RB23,SA-067069,SA-021341,3.8522,1.9886,251,42.1893,16.0100,1987,95
RC0Z,UW-021928,ON-003651,0.0002,0.0001,319,0.0027,0.0010,,150
RC11,UW-021928,ON-067061,1.0507,0.5768,251,12.6919,4.7050,1980,95
RC12,ON-067061,ON-067052,0.9410,0.4893,251,10.4353,3.9480,1987,95
RC22,UW-021928,SA-022586,2.5379,1.3766,251,30.0993,11.2290,1976,95
RD0A,UW-021348,ON-024990,0.0002,0.0001,319,0.0027,0.0010,,150
RD0B,UW-021348,ON-024991,0.0002,0.0001,319,0.0027,0.0010,,150
RD0C,UW-021348,ON-024992,0.0002,0.0001,319,0.0027,0.0010,,150
RD0D,UW-021348,ON-024993,0.0002,0.0001,319,0.0027,0.0010,,150
RE01,UW-066997,SA-022120,3.9595,2.1881,251,48.3443,17.8790,1988,95
RE04,ON-100393,ON-063094,0.2255,0.1153,251,2.4367,0.9280,1984,95
RE05,ON-100392,UW-063004,0.4170,0.2449,319,5.5942,2.0270,2000,150
RE06,UW-066997,SA-022120,4.0137,2.1726,213,47.6191,17.6920,1986,95
RE0A,UW-066997,ON-001743,0.0002,0.0001,319,0.0027,0.0010,,150
RE0B,UW-066997,ON-001745,0.0002,0.0001,319,0.0027,0.0010,,150
RE0Z,UW-066997,ON-003698,0.0002,0.0001,319,0.0027,0.0010,,150
RE24,SA-022120,SA-067958,3.5151,1.9952,251,44.7693,16.4020,1989,95
RE31,UW-066997,SA-067958,6.7002,3.7524,208,83.7492,30.7650,1900,95
RE41,SA-022120,SA-062806,1.1290,0.6477,251,14.6187,5.3370,1992,95
RF01,UW-067435,SA-022586,2.9176,1.6029,208,35.6360,13.0900,1969,95
RF06,UW-067435,SA-022586,3.3263,1.6866,251,35.3853,13.5260,1900,95
RF07,UW-067435,ON-021662,0.2936,0.2631,417,7.7550,2.3500,2001,240
RF08,UW-067435,ON-021662,0.2959,0.2651,417,7.8144,2.3680,2001,240
RF11,UW-067435,SA-067793,2.1546,1.2538,251,28.4943,10.3540,1998,95
RF12,SA-067793,ON-100897,0.3487,0.1438,251,2.5625,1.0900,1992,95
RF1A,SA-067436,ON-001042,0.0002,0.0001,319,0.0027,0.0010,,150
RF21,UW-067435,SA-067436,0.2556,0.3280,535,12.7920,3.2800,1990,400
RF22,SA-067436,ON-067480,0.3532,0.1457,251,2.5955,1.1040,1989,95
RF31,UW-067435,SA-021699,2.2470,1.1544,251,24.4247,9.2860,1900,95
RF32,SA-067793,SA-021699,5.1848,2.8574,251,63.0398,23.3360,1900,95
RF33,UW-067435,SA-021699,0.5894,0.7570,535,29.5230,7.5700,,400
RF35,SA-022128,SA-021699,3.3864,1.9535,251,44.1028,16.0760,1993,95
RF42,ON-067969,SA-067958,1.3134,0.7710,319,17.6082,6.3800,1900,150
RF51,UW-067435,SA-067276,4.9072,2.8174,251,63.5759,23.2050,1998,95
RF52,UW-067435,SA-067276,3.1321,1.8387,319,41.9998,15.2180,1986,150
RF54,SA-067276,SA-000026,3.3457,1.8280,251,40.1598,14.9120,1900,95
RF61,UW-067435,SA-022128,1.8410,0.9888,208,22.2511,8.0510,1970,95
RF62,UW-067435,SA-022128,1.4065,0.8180,251,18.6010,6.7600,1979,95
RF63,UW-067435,SA-022128,1.2699,0.7320,251,16.5722,6.0400,1979,95
RF64,ON-067308,SA-022128,1.8750,0.9374,251,19.4700,7.4880,1986,95
RG01,UW-065217,SA-022724,2.7077,1.5225,251,33.9739,12.4880,1990,95
RG02,UW-065217,SA-021955,1.2810,1.6457,535,64.1823,16.4570,2005,400
RG03,SA-021762,UW-065217,5.7356,3.0385,251,65.5122,24.6080,1976,95
RG04,SA-021762,UW-065217,6.3028,3.2584,251,69.1815,26.2380,1984,95
RG05,UW-065217,SA-021955,3.9685,2.2720,251,51.2450,18.7190,1988,95
RG08,UW-065217,SA-021505,2.4811,1.4516,251,33.0236,11.9810,1988,95
RG0A,UW-065217,ON-022541,0.0140,0.0154,471,0.5012,0.1400,2005,
RG0B,UW-065217,ON-000964,0.6240,0.8000,535,31.2000,8.0000,,400
RG11,UW-065217,SA-022724,2.3928,1.2771,251,27.6815,12.2720,1988,95
RG31,UW-065217,ON-064887,3.5268,2.0707,319,47.2799,17.1310,1992,150
RG41,UW-065217,ON-004074,1.1995,0.6653,251,14.7600,7.3550,1988,95
RG42,ON-004074,ON-064982,0.9437,0.5133,251,11.2382,4.1800,1992,95
RH0W,UW-067981,ON-003705,0.0002,0.0001,319,0.0027,0.0010,,150
RH0X,UW-067981,ON-003703,0.0002,0.0001,319,0.0027,0.0010,,150
RH0Y,SA-067984,ON-024145,0.0002,0.0001,319,0.0027,0.0010,,150
RH0Z,SA-067984,ON-024145,0.0002,0.0001,319,0.0027,0.0010,,150
RH11,UW-067981,ON-101414,0.0156,0.0091,319,0.2097,0.0760,,150
RH12,UW-067981,ON-101415,0.0189,0.0111,319,0.2539,0.0920,,150
RH13,UW-067981,SA-067984,0.2427,0.1628,314,6.9309,1.4810,1972,185
RH14,UW-067981,SA-067984,0.1917,0.1717,417,5.0622,1.5340,1993,240
RH15,SA-067984,SA-068055,4.6555,2.1563,208,49.4542,16.9020,1900,95
RH16,UW-067981,SA-067984,0.2427,0.1628,314,6.9310,1.4810,1972,185
RH17,UW-067981,SA-067984,0.2427,0.1628,314,6.9310,1.4810,1972,185
RH18,UW-067981,SA-067984,0.1924,0.1724,417,5.0820,1.5400,1993,240
RH19,SA-067984,UW-067981,0.1930,0.1729,417,5.0985,1.5450,1993,240
RH21,SA-067984,ON-067605,0.5951,0.2913,237,8.0102,2.3080,1973,95
RH22,ON-067605,ON-067581,0.5164,0.2254,251,4.2281,1.7380,1968,95
RH23,ON-067605,ON-100851,0.2394,0.1193,251,2.4720,0.9520,,95
RH46,ON-067605,SA-068055,3.4170,1.6801,208,34.5573,13.3770,1900,95
RH47,SA-068055,ON-067381,1.0333,0.4795,208,10.8320,3.7750,1900,95
RH48,SA-068055,ON-067381,1.0114,0.4414,150,8.7037,3.4180,1900,95
RH51,SA-067984,ON-066783,1.3494,0.7926,319,18.0885,6.5540,1999,150
RH52,ON-067061,ON-066783,1.0586,0.5932,251,13.2070,4.8610,1989,95
RH53,ON-066783,ON-101164,0.9636,0.5245,251,11.4886,4.2720,1977,95
RI01,ON-050451,SA-021699,2.6902,1.4948,251,33.1545,12.2360,1900,95
RI02,UW-065831,ON-065863,2.0062,1.1300,208,26.6864,9.2940,1970,95
RI03,SA-021734,UW-065831,3.2023,1.7868,251,39.6963,14.6310,1989,95
RI05,UW-065831,SA-067958,4.9169,2.7768,251,62.1059,22.7950,1989,95
RI06,UW-065831,ON-101044,1.7961,0.9049,251,18.8976,7.2440,1988,95
RI07,SA-021734,UW-065831,4.0854,2.1676,213,48.7348,17.6360,1973,95
RI08,SA-021763,UW-065831,3.6350,2.0903,251,47.2132,17.2230,1993,95
RI0A,UW-065831,ON-022542,0.3564,0.6434,692,35.6994,7.0000,,630
RI0B,UW-065831,ON-000578,0.0000,0.0000,692,0.0047,0.0010,,
RI0D,UW-065831,ON-004778,0.0002,0.0001,319,0.0027,0.0010,,150
RI21,UW-065831,ON-065863,1.0787,0.6326,319,14.4774,5.2460,1987,150
RI22,UW-065831,ON-065680,1.7155,0.9488,208,21.5644,7.7690,1972,95
RI31,ON-001611,UW-065831,4.3977,2.3675,251,51.5469,19.2440,1986,95
RI32,SA-022127,SA-021699,4.2507,2.3162,251,50.7778,18.8740,1988,95
RI41,UW-065831,ON-022654,2.3356,1.2677,251,27.7449,10.3270,1988,95
RI51,ON-101044,SA-067958,4.6922,2.7273,213,62.4549,22.5460,1987,150
RJ01,UW-000007,SA-065041,2.4226,1.4979,251,35.8901,12.5520,1997,95
RJ02,UW-000007,ON-050338,1.6404,1.0163,251,24.9426,8.5410,1986,95
RJ03,UW-000007,ON-002794,1.5640,1.0075,319,24.7329,8.5090,1993,150
RJ06,UW-000007,ON-002794,1.0911,0.6749,319,16.0841,5.6530,1993,150
RL0A,UW-064301,ON-024124,1.1666,1.1560,285,40.7077,11.0800,2007,120
RL0B,UW-064301,ON-024125,1.1023,1.1179,285,39.8416,10.7650,2007,120
RL0C,UW-064301,ON-024123,1.9041,0.9036,251,17.6361,7.0440,2009,95
RL0I,UW-064301,ON-003037,0.0002,0.0001,319,0.0027,0.0010,,150
RL0V,UW-064301,ON-003278,0.0002,0.0001,319,0.0027,0.0010,,150
RL0W,UW-064301,ON-003277,0.0002,0.0001,319,0.0027,0.0010,,150
RL0X,UW-064301,ON-003276,0.0002,0.0001,319,0.0027,0.0010,,150
RL0Y,UW-064301,ON-003275,0.0002,0.0001,319,0.0027,0.0010,,150
RL0Z,UW-064301,ON-003274,0.0002,0.0001,319,0.0027,0.0010,,150
RL11,SA-023874,ON-064898,0.4627,0.2717,319,6.2069,2.2490,,150
RL12,UW-064301,SA-023874,2.7943,1.6407,298,37.4711,13.5770,1987,150
RL13,SA-023874,ON-064887,4.4234,2.5969,319,59.3048,21.4880,1988,150
RL14,UW-064301,SA-023874,4.1978,2.3311,251,51.6716,19.0750,1987,95
RL16,SA-023874,ON-064887,3.7421,2.1382,251,48.1531,17.6020,1986,95
RL1A,SA-023874,ON-101390,0.0002,0.0001,319,0.0027,0.0010,,150
RL51,UW-064301,SA-100805,3.8687,2.2711,319,51.8742,18.7960,1988,150
RL52,UW-064301,SA-100805,7.3900,4.2012,251,94.2825,34.5270,1988,95
RL53,ON-050972,SA-100805,2.9950,1.7562,275,43.0531,14.5510,1974,150
RL5A,SA-100805,ON-002902,0.0002,0.0001,319,0.0027,0.0010,,150
RL72,UW-064301,SA-100805,0.8750,0.5148,275,13.5536,4.2790,1975,150
RL91,SA-021695,ON-100415,1.0186,0.5977,319,13.6558,4.9480,1999,150
RL92,UW-064301,SA-021695,5.0578,2.5215,251,52.3035,20.1370,1990,95
RL93,UW-064301,SA-021695,3.0522,1.7602,251,39.8308,14.5160,1994,95
RM02,UW-067862,SA-068055,1.2249,0.6391,251,13.6353,5.1530,1983,95
RM03,UW-067862,SA-068055,0.9666,0.5058,251,10.8199,4.0840,1989,95
RM04,UW-067862,SA-068055,2.3466,1.1557,208,24.2064,9.2030,1967,95
RM21,UW-067862,SA-022586,3.0954,1.5835,251,33.4170,12.7270,1988,95
RM22,UW-067862,SA-022586,2.6133,1.3789,208,30.0218,11.1610,1900,95
RM31,SA-067651,ON-067734,0.9763,0.4568,251,9.0569,3.5900,1988,95
RM32,SA-067651,ON-067728,1.0305,0.4247,251,7.5722,3.2210,1986,95
RM33,ON-067747,SA-067651,1.7622,0.7847,251,14.9919,6.0930,1987,95
RM34,SA-067651,UW-067862,2.8508,1.3108,251,25.6517,10.2560,1900,95
RM35,SA-067651,ON-023433,0.4075,0.1906,251,3.7807,1.4990,1991,95
