LTG_ID,LTG_START,LTG_ZIEL,WIDERSTAND_R_SUM_OHM,REAKTANZ_X_SUM_OHM,NENNSTROM_MIN_A,ERSCHL_STROM_SUM_A,LAENGE_SUM_KM,BAUJAHR_MIN,QUERSCHNITT_MIN_MM2
ST14,SA-062667,SA-022788,9.8903,5.1576,213,115.8264,41.8270,1957,95
ST15,SA-066041,SA-062667,5.9995,3.4818,251,79.0295,28.7430,1986,95
ST21,UW-063867,SA-021950,2.4663,1.3678,208,30.8636,11.2050,1967,95
ST22,SA-021950,ON-101044,2.1816,1.2806,319,29.2494,10.5980,2004,150
ST32,ON-062538,ON-050304,0.4716,0.2204,251,4.3735,1.7340,1992,95
ST33,ON-062538,ON-051463,1.5929,0.9133,208,21.0168,7.5280,1973,95
ST34,ON-062538,SA-062806,1.9207,1.0390,251,22.6836,8.4540,1989,95
ST41,SA-022296,SA-021734,3.1584,1.8088,251,40.7665,14.8920,1993,95
ST42,SA-022296,SA-021950,1.7365,1.0196,319,23.2822,8.4360,1998,150
ST4A,SA-022296,ON-022402,0.3707,0.2178,319,4.9680,1.8000,2007,150
ST91,SA-021734,SA-022296,2.7252,1.5764,251,35.8589,13.0050,1976,95
SW0A,UW-064030,ON-000966,0.0002,0.0001,319,0.0027,0.0010,,150
SW0P,UW-064030,ON-004683,0.0002,0.0001,319,0.0027,0.0010,,150
SW0Q,UW-064030,ON-004682,0.0002,0.0001,319,0.0027,0.0010,,150
SW0R,UW-064030,ON-003679,0.0002,0.0001,319,0.0027,0.0010,,150
SW0S,UW-064030,ON-003678,0.0002,0.0001,319,0.0027,0.0010,,150
SW0T,UW-064030,ON-003677,0.0002,0.0001,319,0.0027,0.0010,,150
SW0U,UW-064030,ON-003676,0.0002,0.0001,319,0.0027,0.0010,,150
SW0V,UW-064030,ON-003675,0.0002,0.0001,319,0.0027,0.0010,,150
SW0W,UW-064030,ON-003674,0.0002,0.0001,319,0.0027,0.0010,,150
SW0X,UW-064030,ON-003673,0.0002,0.0001,319,0.0027,0.0010,,150
SW0Y,UW-064030,ON-003672,0.0002,0.0001,319,0.0027,0.0010,,150
TT01,ON-014777,ON-050019,0.0000,0.0000,0,0.0000,0.0000,,70
VB0Y,UW-019188,ON-100419,0.0002,0.0001,319,0.0027,0.0010,,150
VB0Z,UW-019188,ON-100418,0.0002,0.0001,319,0.0027,0.0010,,150
VC0Y,UW-019190,ON-003886,0.0002,0.0001,319,0.0027,0.0010,,150
VJ0Y,UW-023128,ON-003887,0.0002,0.0001,319,0.0027,0.0010,,150
VJ0Z,UW-023128,ON-003888,0.0002,0.0001,319,0.0027,0.0010,,150
VN01,UW-003925,SA-022246,0.6047,0.9321,609,43.6964,9.9310,2007,500
VN02,UW-003925,SA-022246,0.6046,0.9326,609,43.7140,9.9350,2007,500
VN03,UW-003925,SA-015494,2.2737,1.3224,285,29.9886,10.9090,1986,120
VN04,UW-003925,SA-014245,3.5134,1.8222,285,37.8233,14.5240,1984,120
VN09,SA-002100,SA-015494,2.7182,1.4693,285,31.5817,11.8730,1983,120
VN0A,UW-003925,ON-024395,0.3081,0.3955,535,15.4245,3.9550,,400
VN0B,UW-003925,ON-024396,0.5655,0.6199,471,20.2243,5.6550,,300
VN0C,UW-003925,ON-000934,0.0002,0.0001,319,0.0027,0.0010,,150
VN11,SA-015077,SA-000262,1.7055,0.9660,285,21.5190,7.9150,1984,120
VN12,UW-003925,SA-015077,0.7323,0.6557,417,19.3413,5.8610,2000,240
VN13,UW-003925,SA-015077,2.0238,1.1873,319,27.1347,9.8320,1988,150
VN14,UW-003925,SA-015077,1.6707,0.9730,285,22.1164,8.0390,1987,120
VN15,SA-015077,SA-012620,2.7851,1.5814,285,35.3050,12.9730,1983,120
VN1A,SA-015077,ON-024397,0.4311,0.5528,535,21.5592,5.5280,,400
VN21,UW-003925,SA-000262,2.0108,1.0856,285,23.3239,8.7730,1983,120
VN23,UW-003925,SA-000262,3.8358,2.0274,285,42.7679,16.2620,1985,120
VN32,UW-003925,SA-006277,1.0348,0.9269,417,27.3537,8.2890,1992,240
VN41,SA-006277,SA-012620,0.7643,0.6839,319,20.1708,6.1140,1990,150
VN42,SA-012620,SA-002100,1.8023,1.0549,285,24.0409,8.7220,1989,120
VO01,UW-005049,SA-022268,1.4694,0.8627,319,19.7056,7.1400,1993,150
VO02,UW-005049,SA-022268,1.4053,0.8249,319,18.8366,6.8250,1991,150
VO03,SA-101529,SA-022268,1.3488,0.7239,285,15.4864,5.8300,1984,120
VO0A,UW-005049,ON-020885,0.4311,0.3861,417,11.3850,3.4500,1996,240
VO0Y,UW-019191,ON-003883,0.0002,0.0001,319,0.0027,0.0010,,150
VO0Z,UW-019191,ON-003884,0.0002,0.0001,319,0.0027,0.0010,,150
VO10,SA-017338,ON-026050,1.0870,0.4629,210,9.1105,3.6270,1968,70
VO11,SA-010638,SA-017338,5.2103,1.2919,136,24.7479,9.2230,1940,120
VO12,SA-010638,SA-017338,2.7580,1.4532,243,24.4370,10.8050,1995,70
VO13,SA-010638,ON-002239,2.6799,1.3578,222,30.3979,10.3000,1976,120
VO14,SA-017338,ON-002239,0.6751,0.3912,285,8.8767,3.2330,1985,120
VO15,SA-010638,SA-017338,2.1962,1.1000,222,24.5448,8.2920,1971,120
VO16,SA-017338,ON-026050,0.8903,0.5227,319,11.9366,4.3250,1996,150
VO17,ON-002239,SA-017338,0.3457,0.2024,285,4.6142,1.6740,1989,120
VO18,ON-002239,ON-010148,0.2098,0.1232,319,2.8124,1.0190,1994,150
VO21,UW-005049,SA-101529,1.7133,0.9203,285,19.6979,7.4270,1984,120
VO31,UW-005049,SA-010638,1.6149,1.0840,285,27.4308,9.2310,1985,120
VO35,SA-101529,SA-010638,2.3129,1.1979,285,24.8376,9.5450,1983,120
VO41,SA-020415,SA-008553,1.7482,0.9887,285,21.9967,8.0980,1983,120
VO51,SA-010638,SA-020415,1.4537,0.7551,285,15.6975,6.0230,1982,120
VO52,SA-020415,ON-017982,0.2418,0.1420,319,3.2428,1.1750,1989,150
VO54,UW-005049,SA-020415,2.5133,1.4265,285,31.8468,11.6910,1983,120
VO62,UW-005049,SA-010638,0.7703,0.6897,417,20.3610,6.1700,1990,240
VO72,SA-009593,ON-000407,1.4494,0.8424,285,19.1199,6.9560,1986,120
VO74,SA-009593,ON-009267,0.3975,0.2333,319,5.3319,1.9320,1989,150
VO75,SA-009593,SA-018672,2.4370,1.4307,319,32.6690,11.8370,1990,150
VO76,SA-009593,SA-008553,1.2949,0.7600,319,17.3677,6.2930,1990,150
VO77,UW-005049,SA-009593,1.1342,1.0157,417,29.9739,9.0830,1987,240
VO79,UW-005049,SA-009593,2.0253,1.1833,285,26.9347,9.7790,1989,120
VO7A,SA-009593,ON-001262,0.0002,0.0001,319,0.0027,0.0010,,150
VP0A,UW-022584,ON-024191,0.4597,0.1265,754,5.4442,1.2430,2011,500
VP0B,UW-022584,ON-024191,0.4590,0.1263,754,5.4355,1.2410,2011,500
VP0C,UW-022584,ON-024191,0.4553,0.1253,754,5.3916,1.2310,2011,500
VP0D,UW-022584,ON-024191,0.4560,0.1255,754,5.4004,1.2330,2011,500
VP0H,UW-022584,ON-024189,0.1833,0.0409,671,1.5619,0.3900,,400
VP0I,UW-022584,ON-024189,0.1833,0.0409,671,1.5619,0.3900,,400
VP0X,UW-022584,ON-000563,0.0002,0.0001,319,0.0027,0.0010,,150
VR01,UW-000250,SA-012620,1.6680,1.4938,417,44.0550,13.3500,1988,240
VR02,UW-000250,ON-000415,0.0002,0.0001,319,0.0027,0.0010,,150
VR0Z,UW-019189,ON-003885,0.0002,0.0001,319,0.0027,0.0010,,150
VR11,UW-000250,SA-018672,2.2573,1.3251,319,30.2646,10.9660,1990,150
VR21,UW-000250,SA-000322,0.6201,0.5554,417,16.3878,4.9660,1996,240
VR22,SA-000322,SA-003656,1.8711,1.0371,285,22.7314,8.4440,1985,120
VR23,UW-000250,SA-000322,0.4844,0.4337,417,12.8007,3.8790,1991,240
VR25,SA-000322,SA-003656,1.6645,0.9309,210,20.6984,7.6270,1983,70
VR26,SA-000322,SA-018672,1.4912,0.8755,319,19.9952,7.2450,1990,150
VR31,UW-000250,SA-019343,0.8307,0.7439,417,21.9516,6.6520,1988,240
VR32,SA-019343,SA-012620,0.8455,0.7573,417,22.3410,6.7700,1986,240
VR35,SA-019343,SA-015077,1.7946,1.0514,285,23.9498,8.6870,1986,120
VR36,SA-019343,SA-000262,4.3499,2.2791,285,47.7159,18.2250,1983,120
VR41,SA-000322,SA-003656,1.0585,0.6215,319,14.2046,5.1470,1991,150
VR42,SA-000322,SA-003656,1.3303,0.7805,319,17.8390,6.4640,1988,150
VR61,SA-000322,SA-018672,2.2322,1.2207,285,26.4673,9.8960,1984,120
VR82,UW-000250,SA-021255,0.4870,0.4256,319,15.2566,3.7970,1988,150
VR84,SA-021255,ON-025850,0.1691,0.0993,319,2.2684,0.8220,1999,150
VR85,ON-025912,SA-021255,0.0453,0.0266,319,0.6072,0.2200,1999,150
VR86,SA-021255,ON-021276,0.0249,0.0146,319,0.3339,0.1210,1999,150
VR91,UW-000250,SA-019338,0.6538,0.5856,417,17.2689,5.2330,1989,240
VR93,UW-000250,SA-019338,1.8805,1.0918,285,24.7788,9.0190,1984,120
VR94,UW-000250,SA-019338,2.2357,1.3157,285,30.4916,10.8740,1984,120
VR95,SA-019338,SA-004053,2.5016,1.3131,285,27.5516,10.5120,1987,120
VR96,UW-000250,SA-019338,1.5832,0.9639,319,22.7093,8.0515,1990,150
VR9A,SA-018672,ON-024399,0.2665,0.1565,319,3.5714,1.2940,,150
VS0Z,UW-019189,ON-100424,0.0002,0.0001,319,0.0027,0.0010,,150
VU02,UW-014537,SA-019692,2.3003,1.1552,285,23.3033,9.1090,1984,120
VU03,UW-014537,SA-002095,2.2188,1.1363,285,23.3455,9.0250,1985,120
VU0B,UW-014537,ON-024249,0.3780,0.4438,319,18.1591,4.4590,2005,150
VU11,SA-013800,ON-009835,1.1803,0.6925,319,15.8300,5.7360,1992,150
VU12,SA-013800,ON-009835,1.9784,1.1615,319,26.5463,9.6190,1989,150
VU14,SA-101654,SA-013800,2.5438,1.4573,285,32.7137,11.9760,1985,120
VU15,SA-006978,SA-013800,0.5443,0.2804,285,5.7862,2.2300,1983,120
VU16,UW-014537,SA-013800,2.5536,1.3975,285,30.3325,11.3360,1984,120
VU17,SA-013800,SA-101654,2.3015,1.3513,319,30.8638,11.1830,1988,150
VU22,SA-101654,SA-016363,1.9442,1.0367,285,22.0651,8.3490,1986,120
VU25,SA-101654,SA-019280,3.0674,1.6943,285,37.0249,13.7780,1987,120
VU26,SA-101654,SA-019280,3.3470,1.8920,285,42.0766,15.4940,1986,120
VU32,UW-014537,SA-014345,1.8757,1.6803,417,49.5594,15.0180,1984,240
VU41,UW-014537,SA-016363,3.2424,1.9010,285,43.3620,15.7210,1983,120
VU44,UW-014537,SA-016363,3.1295,1.7574,285,38.8655,14.3550,1985,120
VU71,UW-014537,SA-006978,2.4015,1.3500,285,29.8764,11.0310,1984,120
VU72,UW-014537,SA-006978,1.0319,0.9241,417,27.2745,8.2650,1990,240
VU7A,SA-006978,ON-024199,0.0205,0.0121,319,0.2760,0.1000,2010,150
VV01,UW-002911,SA-018795,4.5733,2.5701,285,57.0703,20.9940,1986,120
VV03,UW-002911,SA-000262,3.1946,1.8534,285,42.1727,15.2640,1984,120
VV0D,UW-002911,ON-101026,3.7600,0.8400,671,32.0399,8.0000,,400
VV0E,UW-002911,SA-000008,0.0268,0.0240,417,0.7095,0.2150,,240
VV0F,UW-002911,SA-000008,0.0262,0.0235,417,0.6930,0.2100,,240
VV11,SA-101658,SA-014186,1.8285,1.0497,285,23.7489,8.6250,1982,120
VV12,UW-002911,SA-014186,2.1051,1.1653,285,25.4941,9.4780,1983,120
VV13,SA-014186,SA-014390,2.4942,1.4644,319,33.4388,12.1160,1984,150
VV21,UW-002911,SA-000438,0.8646,0.7739,417,22.8492,6.9240,1986,240
VV22,UW-002911,SA-000438,0.6401,0.5731,417,16.9191,5.1270,1986,240
VV23,UW-002911,SA-000438,0.4238,0.5447,535,21.2433,5.4470,2007,400
VV31,UW-002911,SA-017743,2.0363,1.0513,285,21.8012,8.3630,1984,120
VV32,SA-017743,SA-014390,2.8732,1.6404,285,36.7427,13.4700,1984,120
VV3A,SA-017743,ON-024401,0.7600,0.8360,471,27.2080,7.6000,,
VV43,UW-002911,SA-004887,1.6473,0.9334,285,20.8052,7.6530,1984,120
VV46,UW-002911,SA-004887,2.4056,1.3273,285,29.0098,10.7990,1984,120
VV47,UW-002911,SA-004887,1.1958,0.8085,319,20.5629,6.9070,1986,150
VV48,SA-000438,SA-004887,0.6940,0.4045,285,9.2558,3.3380,1986,120
VV52,UW-002911,SA-004053,2.3439,1.3703,285,31.2176,11.3300,1986,120
VV55,SA-000438,SA-004053,2.5121,1.3488,285,28.8403,10.8780,1983,120
VV61,UW-002911,SA-101658,0.2841,0.2546,417,7.5108,2.2760,,240
VV62,UW-002911,SA-101658,0.2849,0.2551,417,7.5273,2.2810,1998,240
VV63,SA-101658,SA-018795,2.6147,1.3801,285,29.1167,11.0595,1986,120
VV71,SA-002384,SA-000262,1.0250,0.5683,285,12.5771,4.6130,1985,120
VV73,UW-002911,SA-002384,1.9526,1.5752,285,44.4018,13.8640,1983,120
VW15,SA-002100,SA-019280,3.1016,1.7368,285,38.3379,14.1780,1986,120
VY01,UW-013737,SA-001976,0.7838,0.4274,285,9.2459,3.4620,1983,120
VY02,UW-013737,SA-001976,1.0311,0.5805,285,12.8789,4.7510,1983,120
VY05,UW-013737,SA-101529,1.2799,0.7386,285,16.6685,6.0830,1983,120
VY06,UW-013737,SA-101529,1.6282,0.8985,285,19.6304,7.3080,1984,120
VY0A,UW-013737,ON-024242,0.5377,0.4297,285,12.4021,3.7720,2005,120
VY0B,UW-013737,ON-024245,0.6710,0.6978,319,30.6470,6.9500,2007,150
VY11,SA-002095,SA-016480,1.3978,0.8205,319,18.7474,6.7930,1989,150
VY12,UW-013737,SA-016480,2.3712,1.2567,285,26.5985,10.0970,1983,120
VY22,UW-013737,SA-013908,3.8212,1.9474,172,43.3939,14.9880,1976,120
VY23,SA-013908,ON-020453,0.3760,0.2207,319,5.0448,1.8280,1989,150
VY24,SA-016480,SA-013908,2.3365,1.1794,222,26.7451,8.8670,1965,150
VY25,SA-013908,ON-008825,0.6061,0.3557,319,8.1277,2.9450,1990,150
VY26,UW-013737,SA-013908,3.6632,1.8783,243,30.8954,13.8660,1983,70
VY27,SA-016480,ON-002180,0.0022,0.0013,319,0.0303,0.0110,,150
VY28,SA-016480,ON-002181,0.0030,0.0018,319,0.0414,0.0150,,150
VY34,UW-013737,SA-002095,2.8834,1.6902,285,38.6136,13.9970,1983,120
VY41,UW-013737,SA-021165,1.0645,0.9535,417,28.1259,8.5230,1998,240
VY42,SA-101529,SA-021165,2.6118,1.4982,285,33.6513,12.3130,1984,120
VY43,UW-013737,SA-021165,2.0292,1.0369,285,21.2594,8.2290,1983,120
VY44,SA-021165,SA-022268,2.2015,1.1610,285,24.4950,9.2980,1984,120
VY45,SA-021165,SA-022268,3.1896,1.8325,285,41.2013,15.0670,1983,120
VZ01,UW-008150,SA-006978,0.9357,0.8380,417,24.7170,7.4900,1993,240
VZ02,UW-008150,ON-025714,0.9155,0.8185,319,24.1248,7.3150,2006,150
VZ03,UW-008150,SA-006978,1.0209,0.9146,417,26.9775,8.1750,1987,240
VZ04,UW-008150,SA-003656,1.1849,0.6955,319,15.8887,5.7570,1988,150
VZ05,SA-006978,SA-022268,3.1648,1.8331,285,41.4760,15.1130,1986,120
VZ0A,SA-006978,ON-024200,0.0205,0.0121,319,0.2760,0.1000,2010,150
VZ0B,UW-008150,ON-024176,0.0002,0.0001,319,0.0027,0.0010,,150
VZ11,UW-008150,SA-010648,0.2530,0.2266,417,6.6858,2.0260,1984,240
VZ12,SA-010648,SA-003656,1.1475,0.6439,285,14.2404,5.2610,1981,120
VZ20,SA-022268,SA-012367,2.2542,1.3234,319,30.2349,10.9540,1988,150
VZ21,SA-022268,SA-012367,3.1292,1.7950,285,40.3272,14.7560,1982,120
VZ22,SA-012367,SA-003656,2.0906,1.1835,285,26.3412,9.6940,1983,120
VZ23,UW-008150,SA-012367,1.5393,0.9031,319,20.6513,7.4830,1989,150
VZ24,UW-008150,SA-012367,1.0229,0.5934,285,13.4618,4.9010,1986,120
VZ25,SA-014838,SA-012367,0.2846,0.1540,285,3.3192,1.2470,1983,120
VZ26,UW-008150,SA-012367,1.1568,0.6555,285,14.6116,5.3740,1983,120
VZ27,SA-012367,SA-022268,3.1982,1.8708,285,42.6494,15.4750,1985,120
VZ2A,SA-012367,ON-001205,0.0002,0.0001,319,0.0027,0.0010,,150
VZ31,SA-014838,ON-001292,0.0037,0.0018,285,0.0382,0.0150,1985,120
VZ35,UW-008150,SA-014838,0.9490,0.5342,285,11.8507,4.3720,1983,120
VZ41,UW-008150,SA-000018,1.3167,0.7399,285,16.3753,6.0460,1984,120
VZ42,SA-010647,SA-013800,2.8123,1.4715,285,30.8059,11.7720,1984,120
VZ44,SA-010647,SA-002100,4.0624,2.1349,285,44.8162,17.0910,1981,120
VZ7B,SA-006978,ON-024201,0.0020,0.0012,319,0.0276,0.0100,,150
WC43,UW-011343,SA-013589,2.8092,1.5215,285,32.7201,12.2920,1982,120
WG01,UW-020617,SA-012607,1.4913,0.8736,285,19.9665,7.2390,1984,120
WG02,UW-020617,SA-012607,1.1436,0.6712,319,15.3391,5.5580,1990,150
WG03,UW-020617,SA-012607,1.9053,1.0451,285,22.7452,8.4910,1982,120
WG04,UW-020617,SA-012607,4.7144,2.5728,285,55.7408,20.8590,1984,120
WG0A,UW-020617,ON-021408,0.0159,0.0206,535,0.8034,0.2060,2000,400
WG0B,UW-020617,ON-022468,0.7750,0.6944,417,20.4600,6.2000,2002,240
WG11,UW-020617,SA-021146,1.5602,1.3966,417,41.2467,12.4990,1986,240
WG12,SA-014071,SA-021146,0.7496,0.6713,417,19.8132,6.0040,1996,240
WG13,SA-014071,SA-021146,1.5409,0.8715,285,19.4189,7.1420,1983,120
WG14,SA-021146,SA-018797,0.6833,0.6118,417,18.0675,5.4750,1996,240
WG15,SA-019267,SA-021146,2.0585,1.3772,319,34.7051,11.7190,1991,150
WG16,UW-020617,SA-021146,0.5665,1.1004,692,57.9575,12.1050,,
WG23,SA-014071,SA-004327,3.2128,1.8425,285,41.4005,15.1490,1984,120
WG33,UW-020617,SA-013098,1.9258,1.0609,285,23.1390,8.6210,1983,120
WG35,UW-020617,SA-011762,2.0246,1.8132,417,53.4996,16.2120,1986,240
WG43,SA-022313,SA-012607,1.5726,0.8483,285,18.1966,6.8490,1987,120
WG70,SA-019267,SA-022313,2.5371,1.3794,285,29.7580,11.1590,1986,120
WG71,SA-021146,SA-019267,0.9826,0.8796,417,25.9908,7.8760,1985,240
WG72,SA-012607,SA-019267,3.0296,1.7779,319,40.6411,14.7260,1988,150
WG7A,SA-019267,ON-021228,0.1016,0.0597,319,1.3633,0.4940,1991,150
WG81,UW-020617,SA-014071,1.7925,1.6054,417,47.3880,14.3600,1995,240
WG82,SA-014071,SA-018797,1.1137,1.4314,535,55.8246,14.3140,,400
WG83,UW-020617,SA-014071,1.0340,1.3280,535,51.7920,13.2800,,400
WG91,UW-020617,SA-011263,2.4396,1.4213,285,32.3099,11.7430,1987,120
WG92,UW-020617,SA-011263,2.1067,1.2357,319,28.2704,10.2440,1989,150
WG93,UW-020617,SA-011263,0.5367,0.6896,535,26.8944,6.8960,,400
WG96,SA-011762,SA-011263,2.4364,1.5555,285,40.6098,13.3580,1987,120
WH01,UW-021173,SA-021504,2.1817,1.2511,285,28.0901,10.2800,1987,120
WH02,UW-021173,SA-021692,0.9854,0.5786,319,13.2143,4.7880,1988,150
WH03,UW-021173,SA-021692,0.3615,0.3238,417,9.5568,2.8960,1991,240
WH04,UW-021173,SA-021692,0.4389,0.3932,417,11.6028,3.5160,1988,240
WH05,UW-021173,SA-021015,3.4430,1.9797,285,44.5550,16.2850,1984,120
WH11,SA-016016,UW-021173,0.9722,0.5522,285,12.3270,4.5300,1986,120
WH12,UW-021173,SA-016016,0.5082,0.2922,285,6.6004,2.4110,1987,120
WH13,UW-021173,SA-016016,0.4586,0.2688,319,6.1541,2.2300,1990,150
WH14,UW-021173,SA-016016,0.3002,0.2687,417,7.9398,2.4060,1986,240
WH21,SA-021159,SA-101224,1.2802,0.7192,285,15.9206,5.8790,1984,120
WH22,UW-021173,SA-021159,2.5937,1.3746,285,29.1011,11.0473,1983,120
WH23,SA-016016,SA-021159,1.3560,0.7823,285,17.6597,6.4460,1985,120
WH24,SA-016016,SA-021159,0.8495,0.5348,319,12.9126,4.4960,1986,150
WH25,SA-101224,SA-021159,1.6299,0.8484,285,17.6690,6.7710,1985,120
WH2A,SA-021159,ON-024093,0.2968,0.2660,417,7.8375,2.3750,,240
WH31,ON-002760,UW-021173,1.9544,1.0787,285,23.5583,8.7700,1983,120
WH32,UW-021173,ON-002760,1.9172,1.0931,285,24.4480,8.9690,1984,120
WH33,UW-020414,ON-002760,1.3863,0.8090,285,18.4059,6.6850,1985,120
WH41,SA-016016,SA-016096,1.8329,1.0202,285,22.4420,8.3200,1983,120
WH42,SA-016096,SA-021159,2.7994,1.5615,285,34.3774,12.7360,1983,120
WH43,SA-016096,SA-021159,0.9032,0.5290,285,12.0554,4.3730,1987,120
WH44,UW-020414,SA-016096,1.1560,1.0354,417,30.5415,9.2550,1985,240
WH51,SA-101224,SA-021504,2.5887,1.3748,285,29.1359,11.0490,1984,120
WH52,SA-101224,SA-101225,0.0431,0.0386,417,1.1385,0.3450,,240
WH53,SA-101224,SA-101225,0.0431,0.0386,417,1.1385,0.3450,,240
WJ01,UW-011343,ON-009734,0.0816,0.0731,417,2.1615,0.6550,1988,240
WJ12,UW-011343,SA-021692,1.1708,1.0483,417,30.9309,9.3730,1990,240
WJ13,UW-011343,SA-021692,1.3987,1.2518,417,36.9963,11.2110,1986,240
WJ14,SA-021692,UW-011343,1.8287,1.0505,285,23.6600,8.6460,1986,120
WJ15,SA-021692,SA-021504,2.2750,1.2723,285,28.0608,10.3830,1987,120
WJ21,UW-011343,SA-021015,0.9311,0.8339,417,24.6312,7.4640,1985,240
WJ23,UW-011343,ON-027346,0.7948,0.4667,319,10.6584,3.8620,1989,150
WJ24,UW-011343,SA-021015,1.9207,1.1275,319,25.7539,9.3315,1988,150
WJ2A,SA-021015,ON-022393,0.7512,0.4411,319,10.0683,3.6480,,150
WJ31,UW-011343,SA-011762,0.5355,0.4796,417,14.1471,4.2870,1991,240
WJ32,SA-011762,ON-022871,0.4014,0.2354,319,5.3870,1.9520,1989,150
WJ34,SA-022313,SA-011762,2.7795,1.5454,285,33.9495,12.5940,1986,120
WJ41,UW-011343,SA-015598,0.7904,0.4511,285,10.1050,3.7050,1986,120
WJ42,SA-015598,SA-013589,1.5628,0.8548,285,18.5400,6.9310,1983,120
WJ43,SA-021504,SA-015598,1.6925,0.9318,285,20.3156,7.5710,1986,120
WJ99,SA-011263,SA-013589,4.4492,2.3902,285,51.1196,19.2780,1983,120
WK01,UW-015137,ON-019458,1.3473,0.7633,285,17.0133,6.2580,1986,120
WK02,UW-015137,SA-012940,0.9124,0.8173,417,24.1098,7.3060,1985,240
WK0A,UW-015137,ON-021832,0.0002,0.0001,319,0.0027,0.0010,,150
WK0B,UW-015137,ON-000992,0.0002,0.0001,319,0.0027,0.0010,,150
WK0C,UW-015137,ON-000706,0.0002,0.0001,319,0.0027,0.0010,,150
WK11,SA-000582,SA-015403,4.3264,2.3253,285,49.7302,18.7510,1984,120
WK12,SA-015403,SA-000582,1.1711,1.0482,319,30.9106,9.3690,1983,150
WK13,SA-000582,UW-015137,2.8448,1.6590,285,37.7469,13.7130,1987,120
WK14,SA-000582,SA-021014,1.2214,0.6864,285,15.1884,5.6080,1987,120
WK21,UW-015137,SA-018678,0.3730,0.3341,417,9.8538,2.9860,1987,240
WK22,SA-006643,SA-018678,4.3190,2.5358,319,57.9211,20.9870,1988,150
WK23,SA-006643,SA-018678,3.6197,1.8838,285,39.2324,15.0370,1983,120
WK24,UW-015137,SA-018678,0.5207,0.4661,417,13.7742,4.1740,1981,240
WK27,SA-006643,SA-018678,2.5773,1.4531,285,32.2406,11.8860,1984,120
WK31,UW-015137,SA-000739,2.8233,1.5547,285,33.8810,12.6270,1984,120
WK33,SA-018678,SA-000739,3.0527,1.7345,285,38.7072,14.2214,1985,120
WK34,UW-015137,SA-000739,2.4867,1.3845,285,30.4691,11.2880,1987,120
WK37,SA-011998,SA-000739,0.9472,0.8484,417,25.0305,7.5850,1992,240
WK38,SA-011998,SA-000739,3.5120,2.0118,285,45.1612,16.5330,1984,120
WK39,UW-012095,SA-000739,3.2012,1.7289,285,37.1158,13.9610,1985,120
WP01,UW-006637,UW-012095,2.6967,1.5827,319,36.1650,13.1040,1990,150
WP0A,UW-012095,ON-021829,0.3438,0.5302,609,24.8380,5.6450,2004,500
WP0B,UW-021965,ON-100717,0.3204,0.4938,609,23.1176,5.2540,,500
WP0C,UW-012095,ON-000028,0.0002,0.0001,319,0.0027,0.0010,,150
WP0D,SA-019267,ON-004319,0.0002,0.0001,319,0.0027,0.0010,,150
WP10,SA-020771,ON-021411,0.4235,0.2486,319,5.6771,2.0570,2000,150
WP11,UW-012095,SA-020771,2.3213,1.3309,285,29.9161,10.9470,1986,120
WP12,UW-012095,SA-020771,1.7125,0.9962,285,22.6251,8.2290,1983,120
WP13,UW-012095,SA-020771,0.6155,0.5513,417,16.2789,4.9330,1992,240
WP14,SA-020771,SA-019267,1.0320,0.9238,417,27.2811,8.2670,1985,240
WP15,SA-020771,SA-019267,1.1561,0.6644,285,14.9518,5.4660,1986,120
WP21,SA-011998,UW-012095,0.5349,0.4790,417,14.1372,4.2840,1991,240
WP22,SA-014811,SA-011998,2.6180,1.5024,285,33.7517,12.3480,1984,120
WP24,UW-006637,SA-011998,1.0695,0.9579,417,28.2711,8.5670,1988,240
WP33,UW-012095,ON-024586,0.0947,0.1710,599,5.4460,1.5560,2011,300
WP34,UW-012095,ON-024586,0.0921,0.1663,599,5.2955,1.5130,2011,300
WP41,UW-012095,SA-022313,3.3937,1.8176,285,38.7431,14.6340,1985,120
WP42,UW-012095,SA-022313,2.7887,2.0331,319,54.0998,17.5900,1990,150
WP44,SA-012607,SA-022313,1.8528,0.9550,285,19.7395,7.6040,1986,120
WP51,SA-000739,SA-017778,2.4503,1.4379,319,32.8611,11.9070,1988,150
WP52,SA-017778,SA-022313,2.1722,1.2176,285,26.9168,9.9480,1985,120
WP53,SA-017778,SA-021015,2.5843,1.4626,285,32.5356,11.9750,1984,120
WP54,UW-015137,SA-017778,3.4811,1.9833,285,44.3475,16.2740,1984,120
WP55,SA-012940,SA-017778,3.7094,1.9941,285,42.6475,16.0780,1987,120
WS03,UW-006637,ON-012461,1.0960,0.6437,319,14.6910,5.3230,1990,150
WS32,UW-006637,SA-014811,2.4850,1.4591,319,33.3177,12.0720,1988,150
WV07,UW-020414,SA-000582,1.3772,1.2319,319,36.3266,11.0120,1983,150
WV0A,UW-020414,ON-021751,1.0701,0.9588,417,28.2612,8.5640,2001,240
WV11,UW-020414,SA-017182,1.3122,0.7543,285,17.0031,6.2150,1983,120
WV12,UW-020414,SA-017182,1.0630,0.5778,285,12.4835,4.6800,1983,120
WV13,SA-017182,SA-000582,1.3174,1.1801,417,34.8183,10.5510,1987,240
WV21,UW-020414,SA-016166,1.3504,0.7925,319,18.1124,6.5630,1987,150
WV22,UW-020414,SA-016166,1.1413,0.6491,285,14.4988,5.3250,1985,120
